sec_code,industry_code,industry_label,market
5355,3400,ガラス・土石製品,スタンダード
5356,3400,ガラス・土石製品,スタンダード
5357,3400,ガラス・土石製品,プライム
5363,3400,ガラス・土石製品,スタンダード
5367,3400,ガラス・土石製品,スタンダード
5368,3400,ガラス・土石製品,スタンダード
5380,3400,ガラス・土石製品,スタンダード
5381,3400,ガラス・土石製品,スタンダード
5384,3400,ガラス・土石製品,プライム
5388,3400,ガラス・土石製品,スタンダード
5391,3400,ガラス・土石製品,スタンダード
5393,3400,ガラス・土石製品,プライム
5401,3450,鉄鋼,プライム
5406,3450,鉄鋼,プライム
5408,3450,鉄鋼,プライム
5410,3450,鉄鋼,プライム
5411,3450,鉄鋼,プライム
5423,3450,鉄鋼,プライム
542A,3200,化学,グロース
543A,3700,輸送用機器,プライム
5440,3450,鉄鋼,プライム
5444,3450,鉄鋼,プライム
5445,3450,鉄鋼,プライム
5446,3450,鉄鋼,スタンダード
5449,3450,鉄鋼,スタンダード
544A,3600,機械,プライム
5451,3450,鉄鋼,プライム
5458,3450,鉄鋼,スタンダード
545A,5250,情報・通信業,プライム
5461,3450,鉄鋼,プライム
5463,3450,鉄鋼,プライム
5464,3450,鉄鋼,スタンダード
546A,6050,卸売業,プライム
5471,3450,鉄鋼,プライム
547A,7200,その他金融業,プライム
5480,3450,鉄鋼,プライム
5482,3450,鉄鋼,プライム
5484,3450,鉄鋼,スタンダード
548A,5250,情報・通信業,スタンダード
5491,3450,鉄鋼,スタンダード
549A,9050,サービス業,スタンダード
550A,5250,情報・通信業,スタンダード
5527,8050,不動産業,グロース
5532,8050,不動産業,グロース
5533,8050,不動産業,スタンダード
5535,8050,不動産業,プライム
5537,8050,不動産業,グロース
5541,3450,鉄鋼,プライム
5542,3450,鉄鋼,スタンダード
554A,5250,情報・通信業,グロース
5563,3450,鉄鋼,プライム
556A,6100,小売業,グロース
5570,5250,情報・通信業,グロース
5571,5250,情報・通信業,スタンダード
5572,5250,情報・通信業,グロース
5574,5250,情報・通信業,グロース
5575,5250,情報・通信業,グロース
5576,5250,情報・通信業,スタンダード
5578,5250,情報・通信業,グロース
5580,5250,情報・通信業,グロース
5582,5250,情報・通信業,グロース
5586,5250,情報・通信業,グロース
5587,5250,情報・通信業,グロース
5588,5250,情報・通信業,グロース
5589,5250,情報・通信業,スタンダード
558A,9050,サービス業,グロース
5590,5250,情報・通信業,グロース
5591,5250,情報・通信業,グロース
5592,5250,情報・通信業,グロース
5597,5250,情報・通信業,グロース
5599,5250,情報・通信業,グロース
559A,3050,食料品,スタンダード
5602,3450,鉄鋼,プライム
5603,3450,鉄鋼,スタンダード
5609,3450,鉄鋼,スタンダード
5612,3450,鉄鋼,スタンダード
5616,5250,情報・通信業,グロース
5618,5250,情報・通信業,グロース
5619,5250,情報・通信業,グロース
5621,5250,情報・通信業,グロース
5631,3600,機械,プライム
5632,3450,鉄鋼,プライム
5644,3450,鉄鋼,スタンダード
5658,3450,鉄鋼,スタンダード
5659,3450,鉄鋼,プライム
5660,3450,鉄鋼,スタンダード
5695,3450,鉄鋼,スタンダード
5697,3450,鉄鋼,スタンダード
5698,3450,鉄鋼,スタンダード
5699,3450,鉄鋼,スタンダード
5702,3500,非鉄金属,プライム
5703,3500,非鉄金属,プライム
5704,3500,非鉄金属,グロース
5706,3500,非鉄金属,プライム
5707,3500,非鉄金属,プライム
5711,3500,非鉄金属,プライム
5713,3500,非鉄金属,プライム
5714,3500,非鉄金属,プライム
5715,3500,非鉄金属,プライム
5721,3500,非鉄金属,スタンダード
5724,3500,非鉄金属,スタンダード
5726,3500,非鉄金属,プライム
5729,3500,非鉄金属,スタンダード
5741,3500,非鉄金属,プライム
5742,3500,非鉄金属,スタンダード
5753,3500,非鉄金属,スタンダード
5757,3500,非鉄金属,プライム
575A,3600,機械,プライム
5801,3500,非鉄金属,プライム
5802,3500,非鉄金属,プライム
5803,3500,非鉄金属,プライム
5805,3500,非鉄金属,プライム
5816,3500,非鉄金属,スタンダード
5817,3500,非鉄金属,スタンダード
5819,3500,非鉄金属,スタンダード
581A,5250,情報・通信業,グロース
5820,3500,非鉄金属,スタンダード
5821,3500,非鉄金属,プライム
5830,7050,銀行業,プライム
5831,7050,銀行業,プライム
5832,7050,銀行業,プライム
5834,7100,証券、商品先物取引業,グロース
5838,7050,銀行業,プライム
5842,7100,証券、商品先物取引業,グロース
5843,7200,その他金融業,スタンダード
5844,7050,銀行業,プライム
5845,7200,その他金融業,スタンダード
584A,5250,情報・通信業,グロース
5851,3500,非鉄金属,プライム
5852,3500,非鉄金属,プライム
5857,3500,非鉄金属,プライム
5858,3500,非鉄金属,グロース
5867,9050,サービス業,グロース
5868,9050,サービス業,スタンダード
5869,9050,サービス業,スタンダード
5870,9050,サービス業,グロース
5871,9050,サービス業,スタンダード
5884,6100,小売業,グロース
5885,6050,卸売業,スタンダード
5888,6100,小売業,グロース
5889,6100,小売業,プライム
5891,6100,小売業,スタンダード
5892,6100,小売業,グロース
589A,9050,サービス業,グロース
5900,3550,金属製品,スタンダード
5901,3550,金属製品,プライム
5902,3550,金属製品,プライム
5905,3550,金属製品,スタンダード
5906,3550,金属製品,スタンダード
5909,3550,金属製品,スタンダード
590A,5250,情報・通信業,プライム
5911,3550,金属製品,プライム
5915,3550,金属製品,スタンダード
5918,3550,金属製品,スタンダード
5921,3550,金属製品,スタンダード
5922,3550,金属製品,スタンダード
5923,3550,金属製品,スタンダード
5928,3550,金属製品,スタンダード
5929,3550,金属製品,プライム
5930,3550,金属製品,プライム
5932,3550,金属製品,プライム
5933,3550,金属製品,プライム
5936,3550,金属製品,スタンダード
5938,3550,金属製品,プライム
5939,3550,金属製品,スタンダード
593A,5250,情報・通信業,グロース
5940,3550,金属製品,スタンダード
5941,3550,金属製品,スタンダード
5942,3550,金属製品,スタンダード
5943,3550,金属製品,プライム
5945,3550,金属製品,スタンダード
5946,3550,金属製品,プライム
5947,3550,金属製品,プライム
5949,3700,輸送用機器,プライム
5950,3550,金属製品,スタンダード
5951,3550,金属製品,スタンダード
5952,3550,金属製品,スタンダード
5955,3550,金属製品,スタンダード
5956,3550,金属製品,スタンダード
5957,3550,金属製品,プライム
5958,3550,金属製品,スタンダード
5959,3550,金属製品,プライム
5962,3800,その他製品,スタンダード
5965,3550,金属製品,スタンダード
5966,3550,金属製品,スタンダード
5967,3550,金属製品,スタンダード
5969,3550,金属製品,スタンダード
5970,3550,金属製品,プライム
5971,3550,金属製品,スタンダード
5973,3550,金属製品,スタンダード
5974,3550,金属製品,スタンダード
5975,3550,金属製品,プライム
5976,3550,金属製品,プライム
5981,3550,金属製品,プライム
5982,3550,金属製品,スタンダード
5983,3550,金属製品,スタンダード
5984,3550,金属製品,スタンダード
5985,3550,金属製品,スタンダード
5986,3550,金属製品,スタンダード
5987,3550,金属製品,スタンダード
5988,3550,金属製品,プライム
5989,3550,金属製品,プライム
598A,5250,情報・通信業,グロース
5990,3550,金属製品,スタンダード
5991,3550,金属製品,プライム
5992,3550,金属製品,スタンダード
5994,3550,金属製品,スタンダード
5997,3550,金属製品,スタンダード
5998,3550,金属製品,スタンダード
6005,3600,機械,プライム
6013,3600,機械,プライム
6016,3700,輸送用機器,スタンダード
6018,3700,輸送用機器,スタンダード
6022,3600,機械,スタンダード
6023,3700,輸送用機器,スタンダード
6027,9050,サービス業,プライム
6029,9050,サービス業,スタンダード
6030,9050,サービス業,グロース
6031,9050,サービス業,グロース
6033,9050,サービス業,グロース
6034,9050,サービス業,グロース
6035,9050,サービス業,スタンダード
6036,9050,サービス業,プライム
6037,9050,サービス業,スタンダード
6038,9050,サービス業,グロース
6039,9050,サービス業,グロース
603A,4050,電気・ガス業,グロース
6040,9050,サービス業,グロース
6042,3700,輸送用機器,スタンダード
6044,9050,サービス業,スタンダード
6045,9050,サービス業,グロース
6046,9050,サービス業,スタンダード
6047,9050,サービス業,スタンダード
6049,9050,サービス業,グロース
604A,2050,建設業,スタンダード
6050,9050,サービス業,プライム
6054,9050,サービス業,スタンダード
6055,9050,サービス業,プライム
6058,9050,サービス業,プライム
6059,9050,サービス業,スタンダード
6061,9050,サービス業,スタンダード
6062,9050,サービス業,プライム
6063,9050,サービス業,スタンダード
6069,9050,サービス業,グロース
6070,9050,サービス業,プライム
6071,9050,サービス業,プライム
6072,9050,サービス業,スタンダード
6073,9050,サービス業,プライム
6074,9050,サービス業,スタンダード
6078,9050,サービス業,プライム
6080,9050,サービス業,プライム
6081,9050,サービス業,グロース
6082,9050,サービス業,スタンダード
6083,9050,サービス業,スタンダード
6085,9050,サービス業,グロース
6086,9050,サービス業,グロース
6087,9050,サービス業,スタンダード
6088,9050,サービス業,プライム
6089,9050,サービス業,プライム
6090,9050,サービス業,スタンダード
6091,9050,サービス業,スタンダード
6092,9050,サービス業,スタンダード
6093,9050,サービス業,スタンダード
6094,9050,サービス業,グロース
6098,9050,サービス業,プライム
6099,9050,サービス業,プライム
6101,3600,機械,プライム
6103,3600,機械,プライム
6104,3600,機械,プライム
6113,3600,機械,プライム
6118,3600,機械,プライム
6125,3600,機械,スタンダード
6134,3600,機械,プライム
6135,3600,機械,プライム
6136,3600,機械,プライム
6137,3600,機械,スタンダード
6138,3600,機械,スタンダード
6140,3600,機械,プライム
6141,3600,機械,プライム
6143,3600,機械,プライム
6144,3600,機械,スタンダード
6145,3600,機械,スタンダード
6146,3600,機械,プライム
6147,3600,機械,スタンダード
6149,3600,機械,スタンダード
6150,3600,機械,スタンダード
6151,3600,機械,プライム
6155,3600,機械,スタンダード
6156,3600,機械,スタンダード
6157,3600,機械,スタンダード
6158,3600,機械,スタンダード
6159,3600,機械,スタンダード
6161,3600,機械,スタンダード
6165,3600,機械,スタンダード
6166,3600,機械,グロース
6167,3600,機械,プライム
6171,9050,サービス業,スタンダード
6176,9050,サービス業,スタンダード
6177,9050,サービス業,グロース
6178,9050,サービス業,プライム
6180,9050,サービス業,グロース
6181,9050,サービス業,グロース
6182,9050,サービス業,グロース
6183,9050,サービス業,プライム
6184,9050,サービス業,プライム
6185,9050,サービス業,スタンダード
6186,9050,サービス業,スタンダード
6189,9050,サービス業,スタンダード
6190,9050,サービス業,グロース
6191,9050,サービス業,プライム
6193,9050,サービス業,グロース
6194,9050,サービス業,プライム
6195,9050,サービス業,グロース
6196,9050,サービス業,プライム
6197,9050,サービス業,プライム
6198,9050,サービス業,グロース
6199,5250,情報・通信業,スタンダード
6200,9050,サービス業,プライム
6203,3600,機械,スタンダード
6208,3600,機械,スタンダード
6209,3600,機械,プライム
6217,3600,機械,スタンダード
6218,3600,機械,スタンダード
6222,3600,機械,プライム
6223,3600,機械,スタンダード
6224,3600,機械,グロース
6226,3600,機械,スタンダード
6227,3600,機械,スタンダード
6228,3600,機械,スタンダード
